05day_No4R_220424.tif.png,[3 3 3 3 3 3 2 2],"[0.99151015 0.9881223  0.87681085 0.8734616  0.54228836 0.4838828
 0.40474984 0.37838268]"
05day_No4R_220424.tif_180.png,[3 3 3 3 3 3 3 3 3 3],"[0.98385185 0.9807999  0.97600263 0.9687232  0.9567858  0.9438984
 0.9379762  0.8349926  0.5877308  0.5710731 ]"
05day_No4R_220424.tif_180_mirror.png,[3 3 3 3 3 3],[0.96046853 0.9593819  0.9219442  0.8395097  0.75032634 0.62478477]
05day_No4R_220424.tif_270.png,[3 3 3 3 3 3 3 3 2 3 2],"[0.89732915 0.89448774 0.8893391  0.8293407  0.7933724  0.78297883
 0.6922569  0.56781304 0.54485315 0.54082316 0.45646986]"
05day_No4R_220424.tif_270_mirror.png,[3 3 3 3 3 3 3 3],"[0.991055   0.9584655  0.955306   0.9503225  0.75635266 0.68660414
 0.5944777  0.55613977]"
05day_No4R_220424.tif_90.png,[3 3 3 3 3 3 3 3 3 3 3],"[0.9968918  0.98700434 0.9862628  0.98172504 0.9649402  0.8681385
 0.8604034  0.75824344 0.6454837  0.5517506  0.52550715]"
05day_No4R_220424.tif_90_mirror.png,[3 3 3 3 3 3 3 3 3 3],"[0.9759747  0.9655068  0.94082093 0.93887144 0.93523616 0.8803108
 0.86220926 0.83005625 0.6200485  0.6173018 ]"
05day_No4R_220424.tif_mirror.png,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3],"[0.99348205 0.9874981  0.9843317  0.96320146 0.93161726 0.92112875
 0.7832256  0.74034685 0.73378164 0.6653615  0.6257615  0.5262249
 0.51182455 0.47585723 0.40690312]"
105day_No3R_220424.tif.png,"[3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 4 3 3 3 2 3 3 4 2 4 3 3 4 3 3 3 3 3 3 4 4 2 4 2 3 3 2 2 2 2 3 3]","[0.9891621  0.98889446 0.9844684  0.9833119  0.98323476 0.96190876
 0.9439552  0.9389386  0.9046958  0.8967005  0.87901294 0.8731701
 0.8555913  0.8550199  0.84045506 0.834695   0.83239055 0.8212015
 0.8169973  0.81075007 0.7971096  0.7945334  0.7870419  0.78526515
 0.7479956  0.73529106 0.72272414 0.7172387  0.7093073  0.7026145
 0.70135695 0.6924747  0.6909801  0.6876508  0.68177396 0.6591521
 0.64823675 0.6481407  0.6229901  0.62102216 0.6170506  0.6142948
 0.6083607  0.606273   0.59764475 0.59299    0.566506   0.54924273
 0.53276014 0.52004725 0.51134545 0.5084868  0.5019718  0.4761227
 0.4757041  0.46026638 0.42037326 0.41586056 0.41514516 0.41089618
 0.40368953 0.40102175 0.38636416 0.3765373  0.36166996 0.35820144
 0.32940325 0.3217279  0.2814337 ]"
105day_No3R_220424.tif_180.png,"[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 4 3 3 3 4 3 4 3 2 3 4 3 3 3 3 3 3 3 4 3 4 4 3 3]","[0.99208224 0.9856834  0.98178273 0.9787628  0.97509456 0.9745256
 0.9652555  0.963876   0.957429   0.95122695 0.9483052  0.93374956
 0.9309343  0.9308744  0.90426075 0.89971656 0.89294875 0.8679485
 0.8657412  0.86549455 0.8511714  0.8336651  0.82494503 0.81711084
 0.81641316 0.80858207 0.79052204 0.7790417  0.74143904 0.7023498
 0.68721557 0.6659002  0.6643436  0.64732987 0.64513206 0.64436275
 0.63176835 0.61485654 0.61429745 0.59172416 0.5788629  0.5698161
 0.56071955 0.5555109  0.5548695  0.5435344  0.5383741  0.5325471
 0.5310956  0.5244041  0.5236501  0.49792793 0.4928634  0.4828941
 0.47806203 0.47516373 0.47368303 0.45721525 0.43516627 0.4280282
 0.42688787 0.38760966]"
