100day_No3L_220424.tif.png,"[4 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 3 1 1 1 1 1 1 1 4 1
 4 1 1 4 1 1 1 1 3 4 1 1 1 4 1 1 1 4 4 4 4 4 4 1 1 1 4 4 4 1 1 1 1 4 1 1 1
 3 1 4 4 1 1 4 4 3 4]","[0.9918099  0.98490787 0.98465514 0.98431456 0.9823308  0.97193694
 0.9711592  0.9696684  0.9678931  0.96618783 0.9657299  0.96489245
 0.9637042  0.9581103  0.95524466 0.9520001  0.94509774 0.94399416
 0.9422127  0.9414356  0.9395789  0.9377108  0.93742293 0.93543553
 0.93381786 0.9309222  0.9277673  0.927677   0.92481965 0.92437625
 0.9233511  0.9195441  0.91120124 0.8947098  0.8819023  0.8507181
 0.8480777  0.84172505 0.8402878  0.8185188  0.8082924  0.80302334
 0.7964887  0.7906318  0.7904478  0.78346294 0.780714   0.7733132
 0.7578539  0.7525423  0.74290097 0.7374687  0.7328001  0.7286267
 0.7016583  0.70004517 0.68431437 0.681305   0.68042326 0.6677225
 0.66123056 0.6609337  0.65621406 0.65182257 0.6488866  0.6038241
 0.59383476 0.5831785  0.5572617  0.54875433 0.5432152  0.54138666
 0.52760947 0.51677066 0.51026905 0.49278274 0.4845472  0.47619548
 0.45501253 0.45158944 0.44533017 0.42741773 0.40489107 0.37330276]"
100day_No3L_220424.tif_180.png,"[1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 3 4 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1
 1 3 1 1 3 1 4 1 1 1 1 1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 1
 1 4 4 3 4 3 3 2 4 3]","[0.9742889  0.97272027 0.97063273 0.9657956  0.9608848  0.96054095
 0.9585428  0.95660394 0.9547343  0.9544649  0.95056015 0.9381541
 0.93593204 0.93540686 0.9342887  0.9335241  0.9320568  0.9316109
 0.93122387 0.9294978  0.9280594  0.9275643  0.9245578  0.9229406
 0.9153376  0.91368455 0.9128047  0.9103987  0.905722   0.9012689
 0.9003264  0.895066   0.89123756 0.88790756 0.8864348  0.8802266
 0.87728447 0.86920637 0.8286455  0.82746845 0.8273764  0.82493895
 0.8249156  0.81897545 0.80251306 0.79656196 0.7918303  0.7677822
 0.7659069  0.7569222  0.74423134 0.7204228  0.7189134  0.71399164
 0.70942324 0.68807703 0.68036455 0.67055345 0.65328646 0.64180803
 0.63434035 0.62653244 0.6110117  0.58615434 0.5505054  0.5467611
 0.53801906 0.5264948  0.51257193 0.5045029  0.4975707  0.49687985
 0.47641054 0.47567642 0.45978162 0.45765403 0.45427257 0.42175722
 0.41984802 0.4123029  0.36609718 0.34848517 0.3409022  0.30786717]"
100day_No3L_220424.tif_180_mirror.png,"[3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1
 1 1 4 1 4 1 1 4 1 4 1 1 1 3 1 1 4 1 1 4 4 1 1 4 1 1 1 4 3 1 1 4 1 4 4 4 4
 4 1]","[0.99389523 0.98800755 0.98012334 0.97647446 0.9742657  0.9709118
 0.9690832  0.9677926  0.9654052  0.9645614  0.9604311  0.9565836
 0.9556873  0.9545541  0.95320463 0.9491116  0.9466322  0.94643784
 0.944709   0.9417385  0.93888205 0.930124   0.9284723  0.9252601
 0.92130864 0.9194691  0.91844016 0.91259414 0.89509565 0.88796747
 0.8776172  0.8747464  0.87414676 0.8677831  0.8664619  0.8650471
 0.8627505  0.85725754 0.85325164 0.8507308  0.84730214 0.83378166
 0.8274629  0.8069339  0.8053587  0.8005074  0.7944517  0.78610516
 0.75919944 0.7543839  0.7508022  0.7403012  0.7368041  0.7350799
 0.709215   0.7077776  0.70460546 0.6859035  0.6539873  0.6408675
 0.6374175  0.63113797 0.6278962  0.6214658  0.59337467 0.56339544
 0.5502928  0.54446495 0.54393995 0.4852165  0.47425374 0.4729821
 0.46752024 0.3931574  0.375823   0.3551949 ]"
100day_No3L_220424.tif_270.png,"[1 1 4 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 4 3 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1
 1 4 1 1 1 4 1 1 4 4 1 4 1 3 1 4 4 4 1 3 1 1 4 3 4 1 1 3 4 1 1 1 1 4 1 4 1
 1 1 4 4 1]","[0.99105996 0.9910285  0.98700804 0.9869098  0.9841563  0.9837283
 0.98367476 0.9808481  0.9788118  0.97357666 0.9730812  0.97049767
 0.96767443 0.965456   0.9641851  0.9633572  0.96211207 0.96053153
 0.95936865 0.958259   0.9577738  0.95662814 0.9564726  0.9563678
 0.954641   0.9496996  0.9476693  0.9446303  0.92845625 0.9261522
 0.9139913  0.90333194 0.90127003 0.891434   0.88801867 0.88713366
 0.87869805 0.8780232  0.87663466 0.86487675 0.86202407 0.8572178
 0.8547414  0.8530619  0.852568   0.8481631  0.8151487  0.79646087
 0.78609306 0.7810281  0.77280265 0.77046096 0.76861024 0.7634333
 0.75852126 0.7460622  0.7332227  0.6879749  0.68111354 0.6737465
 0.67007023 0.6660207  0.6135571  0.58914095 0.5790378  0.5740394
 0.5717331  0.54170334 0.53796846 0.5301112  0.520975   0.5198037
 0.5158916  0.49059618 0.48726216 0.47883666 0.41539365 0.30114296
 0.29772443]"
100day_No3L_220424.tif_270_mirror.png,"[1 1 1 1 1 1 1 1 1 4 3 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1
 1 1 4 1 1 1 1 1 4 1 4 1 4 1 1 4 4 1 1 4 1 1 4 1 3 1 3 4 1 4 1 1 1 4 4 1 1
 4 2 3 4]","[0.996075   0.99061185 0.98338634 0.9828652  0.9807797  0.9807412
 0.97775114 0.97735786 0.975927   0.9704761  0.9632028  0.96281946
 0.9615302  0.9588382  0.95707095 0.9539679  0.9523864  0.946237
 0.9453575  0.9447141  0.9389883  0.93700576 0.934809   0.93152994
 0.9297341  0.9294425  0.92692405 0.9243224  0.91724336 0.91477793
 0.9052627  0.8979898  0.89757264 0.8957783  0.88897866 0.888234
 0.8881548  0.88419825 0.8690158  0.8576623  0.85446507 0.84988266
 0.8441021  0.83017594 0.8246276  0.8155275  0.80587465 0.80569464
 0.76787615 0.76210994 0.7608158  0.7137314  0.7113452  0.7087831
 0.69837534 0.6917596  0.6770779  0.6519924  0.6486587  0.6413817
 0.63976127 0.61934453 0.617546   0.6157654  0.6045701  0.5940965
 0.57439965 0.5435993  0.5280629  0.52118886 0.5199846  0.5087239
 0.50758064 0.4963986  0.44157988 0.35954118 0.32735136 0.30666643]"
100day_No3L_220424.tif_90.png,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 1 4 1 1 1 1
 1 4 3 1 1 1 1 1 1 1 1 1 1 4 4 1 4 4 4 4 1 1 1 1 1 1 1 1 4 4 1 1 4 1 1 1 4
 4 4 4 4 1 4 3 2 3]","[0.99208295 0.98968923 0.98942834 0.9882308  0.9869515  0.9847691
 0.9828347  0.9820483  0.97767955 0.9690684  0.96751225 0.9670098
 0.9668921  0.9662025  0.9629753  0.95199955 0.951531   0.95059335
 0.9492077  0.9464652  0.9410641  0.937149   0.9294989  0.9255858
 0.92554116 0.9216627  0.9207454  0.9197439  0.9069704  0.9065328
 0.9008886  0.8985644  0.88171166 0.8792103  0.86722875 0.8637044
 0.8635384  0.8620445  0.85357517 0.84507257 0.83195573 0.8263073
 0.82119393 0.8053972  0.80318177 0.7733998  0.7669653  0.7633192
 0.7401603  0.72854084 0.72612786 0.6946173  0.68307865 0.68283606
 0.6700916  0.66586995 0.656715   0.6527124  0.62595195 0.6246418
 0.622262   0.6172543  0.5851566  0.57238716 0.5620517  0.55935186
 0.5574476  0.5448078  0.5425069  0.53607726 0.52860457 0.5233825
 0.5025368  0.47625864 0.44241714 0.43944868 0.43515873 0.41834545
 0.4095668  0.37951007 0.3699942  0.322506   0.3053634 ]"
100day_No3L_220424.tif_90_mirror.png,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 4 1 1
 1 1 1 4 1 4 1 1 4 1 4 1 1 1 1 1 1 1 1 1 1 1 1 4 1 3 4 4 1 4 1 3 4 4 1 1 1
 4 4 1 4 4 4 1 4 2 3 4]","[0.9885244  0.9835714  0.98356414 0.98191065 0.9756644  0.97554827
 0.974555   0.9738445  0.97048247 0.9681733  0.9671242  0.96445227
 0.9643347  0.95989543 0.94320405 0.9417705  0.94052684 0.9376488
 0.93343276 0.9312053  0.93078566 0.93036777 0.9223792  0.9180483
 0.900619   0.89752287 0.89553565 0.8837913  0.87212515 0.8694083
 0.8687521  0.8571695  0.85697687 0.85562426 0.85257053 0.8361485
 0.83052087 0.8299452  0.8287605  0.82814044 0.8162469  0.81205964
 0.80905557 0.8051589  0.7997693  0.7940731  0.7920443  0.7910807
 0.76957184 0.74136144 0.7400208  0.73248124 0.7303676  0.7177121
 0.6910997  0.68713355 0.68658465 0.6564493  0.65339947 0.6447571
 0.6299715  0.62339514 0.6219561  0.58529586 0.55528337 0.5548522
 0.53468144 0.5322407  0.5183551  0.51820487 0.5067902  0.504693
 0.48935285 0.4812141  0.47196725 0.4630757  0.4552027  0.40870023
 0.4006375  0.3878764  0.37377837 0.3702408  0.3653402  0.3586088
 0.32567304]"
100day_No3L_220424.tif_mirror.png,"[4 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 3 1 1 1 1 1 1 1 1 4 4 1 4 1 4 1 1 1 1 1
 1 1 1 1 1 4 3 1 1 1 1 4 1 3 1 1 1 1 1 1 3 4 1 1 1 4 1 1 4 4 1 4 1 1 4 1 1
 1 1 1 1 4 4 3 1 4 4 3]","[0.9888626  0.9871666  0.98627836 0.98069155 0.9806841  0.98039883
 0.98027277 0.97097486 0.9704498  0.9697704  0.96971524 0.9677958
 0.96592474 0.96235555 0.9576952  0.94927955 0.94229525 0.93809366
 0.9379867  0.9352017  0.93415695 0.93194115 0.92843163 0.9279915
 0.91777414 0.91630435 0.9117194  0.90125585 0.8977985  0.8917002
 0.8810653  0.8743789  0.86712354 0.82927185 0.82259053 0.8193913
 0.818686   0.8176884  0.7977547  0.78872263 0.7832011  0.7810843
 0.76162726 0.76090527 0.7558111  0.74792737 0.74143416 0.7406723
 0.73640037 0.7239297  0.70623285 0.69375545 0.69041175 0.67328566
 0.6658596  0.6536284  0.62563425 0.6046269  0.6016933  0.59966683
 0.5992022  0.59739166 0.59627974 0.5921139  0.58996516 0.58924615
 0.5796093  0.57711416 0.5714699  0.5633567  0.5619449  0.5589944
 0.5471445  0.5395481  0.5374018  0.51859903 0.5003513  0.4966781
 0.4862562  0.47600913 0.46298558 0.39699045 0.36302248 0.3460336
 0.3414273 ]"
100day_No4L_220424.tif.png,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1
 4 1 1 4 4 4]","[0.99948466 0.9993262  0.99912316 0.99900997 0.99880815 0.99878055
 0.99872214 0.99868065 0.99865425 0.9984555  0.9983979  0.9983429
 0.9983209  0.99829644 0.99817026 0.9981158  0.9980586  0.9980527
 0.9979849  0.9979631  0.99748    0.997274   0.9968251  0.9963546
 0.9963516  0.9962365  0.99617934 0.995983   0.9957482  0.9954399
 0.99527127 0.9945163  0.99371654 0.993321   0.9929147  0.9928766
 0.9924759  0.992466   0.9921823  0.9919768  0.9909995  0.9898741
 0.9893008  0.9862221  0.9805809  0.9761795  0.9759134  0.9758109
 0.975463   0.9719865  0.96837586 0.9681853  0.9629174  0.94971204
 0.9469324  0.9423473  0.9419819  0.93106747 0.9288762  0.9236837
 0.91568905 0.9038859  0.8999793  0.8939899  0.8741683  0.8126643
 0.81247914 0.8107991  0.8079179  0.8078393  0.80670786 0.76902574
 0.6725778  0.6447087  0.6187475  0.5484435  0.49645448 0.48522407
 0.41664216 0.41413176]"
100day_No4L_220424.tif_180.png,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 4 1 4 4 1 4
 3 1 4 4 1 4 1 4]","[0.9995431  0.99930763 0.99930274 0.9992318  0.9987509  0.99867564
 0.9985739  0.99851817 0.99826777 0.9978186  0.997778   0.9975987
 0.99734086 0.9972711  0.99725264 0.9969506  0.9966054  0.9958845
 0.99580353 0.9957989  0.9957053  0.99557143 0.99547935 0.9952141
 0.9950288  0.9949196  0.9946373  0.99424946 0.9937065  0.9935108
 0.9887869  0.9877874  0.9871542  0.98574823 0.9855882  0.9848555
 0.984792   0.98398215 0.9813876  0.9813861  0.9809693  0.9760074
 0.97382677 0.9734437  0.97232485 0.9703161  0.969922   0.96934646
 0.96884847 0.960994   0.9574949  0.94164556 0.94123656 0.9397116
 0.9378128  0.93743455 0.9360867  0.9310756  0.92393774 0.91660815
 0.8816982  0.8747378  0.8333608  0.8098486  0.80700076 0.7905507
 0.7768047  0.7699449  0.761389   0.6943113  0.6879116  0.6236018
 0.60097045 0.5587112  0.5369417  0.51816374 0.51618034 0.5101339
 0.5084474  0.5047313  0.47737932 0.4771235 ]"
